article_id,published_at,source,category,title,article_text,brand_mentioned,cluster
NEWS-00648,2025-04-04 02:00:00,Daily Ledger,Entertainment,Television developments reshape entertainment outlook,"A new television report highlights music and streaming developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-03722,2025-04-04 03:00:00,Morning Brief,Entertainment,Music developments reshape entertainment outlook,"A new music report highlights television and festival developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-00304,2025-04-04 03:00:00,Insight News,Sports,Coach developments reshape sports outlook,"A new coach report highlights championship and league developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-00500,2025-04-04 04:00:00,Global Wire,Business,Retail developments reshape business outlook,"A new retail report highlights investment and earnings developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-04266,2025-04-04 05:00:00,Insight News,Technology,Cybersecurity developments reshape technology outlook,"A new cybersecurity report highlights startup and cloud developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-00730,2025-04-04 05:00:00,Insight News,World,Trade developments reshape world outlook involving Netflix,"A new trade report highlights region and humanitarian developments in the world sector involving Netflix. Analysts discuss possible effects on audiences, organizations, and future planning.",Netflix,7
NEWS-00721,2025-04-04 07:00:00,Daily Ledger,Business,Retail developments reshape business outlook,"A new retail report highlights earnings and investment developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-03893,2025-04-04 08:00:00,Daily Ledger,World,Humanitarian developments reshape world outlook,"A new humanitarian report highlights conflict and region developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-05066,2025-04-04 09:00:00,Metro Journal,Health,Medicine developments reshape health outlook involving OpenAI,"A new medicine report highlights public health and vaccine developments in the health sector involving OpenAI. Analysts discuss possible effects on audiences, organizations, and future planning.",OpenAI,6
NEWS-01438,2025-04-04 09:00:00,Morning Brief,World,Summit developments reshape world outlook,"A new summit report highlights region and humanitarian developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
NEWS-03767,2025-04-04 10:00:00,Metro Journal,Business,Investment developments reshape business outlook involving Tesla,"A new investment report highlights market and retail developments in the business sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,1
NEWS-00840,2025-04-04 11:00:00,Morning Brief,Entertainment,Music developments reshape entertainment outlook,"A new music report highlights celebrity and festival developments in the entertainment sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,0
NEWS-03560,2025-04-04 15:00:00,Insight News,Sports,League developments reshape sports outlook,"A new league report highlights athlete and season developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-04620,2025-04-04 16:00:00,Metro Journal,Technology,Artificial Intelligence developments reshape technology outlook,"A new artificial intelligence report highlights cybersecurity and chip developments in the technology sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,4
NEWS-00172,2025-04-04 17:00:00,Morning Brief,Entertainment,Film developments reshape entertainment outlook involving Tesla,"A new film report highlights television and music developments in the entertainment sector involving Tesla. Analysts discuss possible effects on audiences, organizations, and future planning.",Tesla,0
NEWS-02721,2025-04-04 17:00:00,Daily Ledger,Business,Merger developments reshape business outlook,"A new merger report highlights retail and market developments in the business sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,1
NEWS-01827,2025-04-04 20:00:00,Metro Journal,Science,Energy developments reshape science outlook,"A new energy report highlights discovery and laboratory developments in the science sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,2
NEWS-02778,2025-04-04 20:00:00,Morning Brief,Sports,Championship developments reshape sports outlook,"A new championship report highlights athlete and season developments in the sports sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,5
NEWS-03407,2025-04-04 21:00:00,Metro Journal,World,Summit developments reshape world outlook,"A new summit report highlights conflict and region developments in the world sector. Analysts discuss possible effects on audiences, organizations, and future planning.",,7
